run_id,event_id,session_no,committee_elapsed,committee_elapsed_seconds,session_elapsed,world_datetime,actor_id,target_ids,channel,visibility,dais_knows,event_text,source_event_ids,knowledge_source_ids,causal_parent_ids,directive_id,causal_importance,love_delta,money_delta,control_delta,resource_changes,relationship_changes,promise_changes,invocation_id
baseline-40917-work-rerun,E0011,1,00:34:30,2070,00:34:30,2026-09-22T06:00:00,DANA,"JOSH,HORACIO",paper_note,private,false,A blackout through the championship triggers talent-compensation disputes and makes the direct launch look like exploitation of stranded fans.,,,,,medium,0,0,0,,,,I006
baseline-40917-work-rerun,E0012,1,00:39:00,2340,00:39:00,2026-09-24T12:00:00,NPC_SPORTS,"HORACIO,HUGH",paper_note,private,false,League reach covenant becomes material if the championship remains below 82% household availability at T-35 minutes.,,,,,medium,0,0,0,,,,
baseline-40917-work-rerun,E0013,1,00:43:00,2580,00:43:00,2026-09-26T12:00:00,MARA,GORMAN,paper_note,private,false,I will delay a public governance paper if management publishes a measurable outside-option plan today.,,,,,medium,0,0,0,,,Mara offers delay for milestones,
baseline-40917-work-rerun,E0014,1,00:47:10,2830,00:47:10,2026-09-28T14:00:00,GORMAN,MARA,paper_note,private,false,I will place a 90-day milestone review on the board agenda if you keep the campaign private until the bridge decision.,,,,,medium,0,0,0,,conditional Mara-Gorman cooperation,90-day review for campaign pause,
baseline-40917-work-rerun,E0015,1,00:51:10,3070,00:51:10,2026-09-30T14:00:00,JOSH,,directive_submission,public,true,"D1 submitted: open a capped direct-migration lane for 480,000 households; Tech owns delivery in 25 minutes using existing authentication capacity; Hugh funds acquisition; success is stable login below 2% failure; the interactive prototype is paused six weeks.",,,,D1,high,0,0,0,interactive prototype team:Committed; acquisition reserve:Committed,,Josh owns migration ceiling,
baseline-40917-work-rerun,E0016,1,00:55:50,3350,00:55:50,2026-10-02T22:00:00,DAIS,,directive_ruling,public,true,"D1 approved for implementation. Authority, cooperation, and clock clear; capacity is explicitly capped. Public messaging may not imply universal access.",,,E0015,D1,medium,0,0,0,,,,
baseline-40917-work-rerun,E0017,1,01:01:00,3660,01:01:00,2026-10-05T12:24:00,WORLD,,implementation_update,public,true,"The migration lane opens. Demand reaches the ceiling in nine minutes; 11% of attempted households receive a queue screen, but successful logins remain stable.",,,E0016,D1,high,-2,-1,1,migration capacity:Exhausted,,,
baseline-40917-work-rerun,E0018,1,01:05:20,3920,01:05:20,2026-10-07T18:08:00,AVERY,,floor,public,true,"Do not call a queue screen a customer solution. If access failure changes compensation or release plans, talent needs a written protection, not gratitude.",,,,,medium,0,0,0,,,,I007
baseline-40917-work-rerun,E0019,1,01:09:50,4190,01:09:50,2026-10-10T01:56:00,JORDAN,"JOSH,HORACIO",private_meeting,private,false,"Two packages: full carriage on our original terms, or a 96-hour sports-only bridge for a $4.5m make-whole, tokenized authentication, no raw-data transfer, and a mutual freeze on blame.",,,,,high,0,0,0,,,,I008
baseline-40917-work-rerun,E0020,1,01:14:10,4450,01:14:10,2026-10-12T07:40:00,HORACIO,"JOSH,HUGH",paper_note,private,false,"The sports bridge is defensible if tokens expire, audit logs stay with Disney, and the league confirms reach. It buys no entertainment carriage and creates renewal leverage for Jordan.",,,,,medium,0,0,0,,,,I009
baseline-40917-work-rerun,E0021,1,01:18:40,4720,01:18:40,2026-10-14T15:28:00,HUGH,JOSH,paper_note,private,false,The bridge is cheaper than the next rebate step. Funding it consumes the slate contingency; do not pretend Session 2 begins with the same capacity.,,,,,medium,0,0,0,,,slate contingency displaced,
baseline-40917-work-rerun,E0022,1,01:23:00,4980,01:23:00,2026-10-16T21:12:00,JOSH,,floor,public,true,We are pursuing a sports-only bridge and keeping the capped direct lane. No raw customer data transfers. Hugh will disclose the cost and the work displaced.,,,,,high,0,0,0,,,,
baseline-40917-work-rerun,E0023,1,01:27:40,5260,01:27:40,2026-10-19T07:04:00,MARA,,floor,public,true,"A bridge is evidence of dependence, not an alternative. I will judge the board by whether this invoice appears in the next capital decision.",,,,,medium,0,0,0,,Mara preserves pressure,,
baseline-40917-work-rerun,E0024,1,01:32:00,5520,01:32:00,2026-10-21T12:48:00,GORMAN,,floor,public,true,"The 90-day review will include the bridge invoice, direct-capacity milestones, and the displaced slate work. That is governance; I will not set carriage terms.",,,,,medium,0,0,0,,,90-day board review announced,I010
baseline-40917-work-rerun,E0025,1,01:36:40,5800,01:36:40,2026-10-23T22:40:00,AVERY,"DANA,HORACIO",paper_note,private,false,I will support the bridge publicly if Disney confirms no compensation waiver and gives talent a review before repackaging work through the platform tile.,,,,,medium,0,0,0,,,Avery offers support for contract protection,I011
baseline-40917-work-rerun,E0026,1,01:41:00,6060,01:41:00,2026-10-26T04:24:00,DANA,AVERY,paper_note,private,false,"Agreed: no waiver and a pre-repackaging review. In return, hold public criticism until the bridge is live.",,,,,medium,0,0,0,,Dana-Avery risk exchange,talent review promised,
baseline-40917-work-rerun,E0027,1,01:45:20,6320,01:45:20,2026-10-28T10:08:00,HORACIO,,directive_submission,public,true,D2 submitted: authorize a 96-hour sports-only bridge; Horacio owns documentation by T-18; use $4.5m make-whole and expiring auth tokens; Jordan and the league are required; success is 82% reach before T-5; downside is renewal leverage and cash cost.,,,,D2,high,0,0,0,settlement authority:Committed,,,
baseline-40917-work-rerun,E0028,1,01:49:00,6540,01:49:00,2026-10-30T07:36:00,DAIS,,revision_request,public,true,D2 revision: specify audit-log custody and who confirms the mutual communications freeze.,,,E0027,D2,medium,0,0,0,,,,
baseline-40917-work-rerun,E0029,1,01:52:00,6720,01:52:00,2026-10-31T20:48:00,HORACIO,,directive_revision,public,true,D2 revised: Disney retains audit logs; Jordan attests token deletion; Roeder and Jordan's communications lead confirm the freeze.,,,E0028,D2,medium,0,0,0,,,,
baseline-40917-work-rerun,E0030,1,01:55:10,6910,01:55:10,2026-11-02T12:04:00,JORDAN,HORACIO,paper_note,private,false,Accepted if the freeze begins immediately and Disney does not describe the make-whole as coercion.,,,,,medium,0,0,0,,,Jordan accepts revised bridge,I012
baseline-40917-work-rerun,E0031,1,01:57:20,7040,01:57:20,2026-11-03T14:56:00,DAIS,,directive_ruling,public,true,D2 approved and scheduled. All four gates clear; implementation remains contingent on distributor configuration.,,,E0029,D2,medium,0,0,0,,,,
baseline-40917-work-rerun,E0032,1,01:59:50,7190,01:59:50,2026-11-04T21:56:00,WORLD,,implementation_update,public,true,Sports carriage returns at T-3 minutes and reaches 84% of households. The game is available; entertainment channels remain dark.,,,E0031,D2,high,4,-4,-3,slate contingency:Exhausted; Jordan bridge:Committed,,,
baseline-40917-work-rerun,E0033,2,02:00:00,7200,00:00:00,2026-11-05T00:00:00,WORLD,,crisis_update,public,true,"M1 THE EMPTY VAULT: Disney can fully support only two portfolios—proven franchises, original owned worlds, or creator-led interactive experiments. Nostalgia converts among parents; under-twelve attachment to new characters is weakening. The blackout's bridge cost and six-week team diversion carry forward.",,,,,high,0,0,0,,,,
baseline-40917-work-rerun,E0034,2,02:04:00,7440,00:04:00,2026-11-07T00:00:00,DANA,,floor,public,true,"My slate is scale, stage, kill—not three disguised approvals. Scale the two proven franchises with retention tests; stage the original around the child-tested character; stop the creator-led interactive cycle unless capacity returns.",,,,,medium,0,0,0,,,,I013
baseline-40917-work-rerun,E0035,2,02:08:20,7700,00:08:20,2026-11-09T04:00:00,HUGH,,floor,public,true,"Cash can fund two portfolios, but the same product and analytics people cannot. The bridge has already spent the team required for interactive work. Any third portfolio will make all three late.",,,,,high,0,0,0,,,,I014
baseline-40917-work-rerun,E0036,2,02:12:20,7940,00:12:20,2026-11-11T04:00:00,AVERY,,floor,public,true,"I will attach to the rebuilt original only if the character is not converted into merchandise before the story test, and cancellation rights do not erase creator participation.",,,,,medium,0,0,0,,,,I015
baseline-40917-work-rerun,E0037,2,02:16:30,8190,00:16:30,2026-11-13T06:00:00,JOSH,,floor,public,true,"Decision rule: one portfolio earns scale, one buys information in stages, one stops this cycle. Approval without named staff is not approval.",,,,,medium,0,0,0,,,M1 terminal rule declared,
baseline-40917-work-rerun,E0038,2,02:20:20,8420,00:20:20,2026-11-15T04:00:00,WORLD,,crisis_update,public,true,"Segmented test arrives: the original's overall score is weak, but the character Pip produces 71% unaided recall among ages 7–11. The leading franchise sequel opens strongly with parents and falls 38% in week two among younger viewers.",,,E0034,,high,-1,0,0,,,,
baseline-40917-work-rerun,E0039,2,02:24:40,8680,00:24:40,2026-11-17T08:00:00,MARA,,floor,public,true,Scale cannot mean repeating the headline. Put a week-two retention gate on the franchises and a stop rule on Pip. Otherwise this is nostalgia extraction dressed as a portfolio.,,,,,medium,0,0,0,,,,I016
baseline-40917-work-rerun,E0040,2,02:28:40,8920,00:28:40,2026-11-19T08:00:00,JOSH,"DANA,HUGH",paper_note,private,false,"Give me the cheapest test that separates love for Pip from love for the failed project, and name the production team it requires.",,,,,medium,0,0,0,,,,I017
baseline-40917-work-rerun,E0041,2,02:32:40,9160,00:32:40,2026-11-21T08:00:00,GORMAN,,floor,public,true,"The board will review the decision standard and milestones, not choose Pip. If management cannot state the killed alternative, confidence falls.",,,,,medium,0,0,0,,,,I018
baseline-40917-work-rerun,E0042,2,02:36:50,9410,00:36:50,2026-11-23T10:00:00,DANA,"JOSH,HUGH,AVERY",paper_note,private,false,"Eight-week short-form story lab, three child cohorts, $22m ceiling. Kill the existing project, preserve Pip and two creators, use the franchise pre-production unit after its greenlight package closes.",,,,,medium,0,0,0,creative test evidence:Committed,,,
baseline-40917-work-rerun,E0043,2,02:41:00,9660,00:41:00,2026-11-25T12:00:00,HUGH,"JOSH,DANA",paper_note,private,false,"Finance supports $8m now and $14m only after unaided recall, repeat-view intent, and production-cost gates. This displaces the creator-led experiment, not the franchise launch.",,,,,medium,0,0,0,,,staged capital offer,
baseline-40917-work-rerun,E0044,2,02:45:10,9910,00:45:10,2026-11-27T14:00:00,JORDAN,"JOSH,HORACIO",private_meeting,private,false,"We will finance the creator-led experiment and guarantee promotion if we receive three-year exclusivity, remix rights, and behavioral-data custody.",,,,,high,0,0,0,,,,I019
baseline-40917-work-rerun,E0045,2,02:49:00,10140,00:49:00,2026-11-29T12:00:00,HORACIO,JOSH,paper_note,private,false,"Jordan's offer solves cash, not the team bottleneck, and converts temporary blackout leverage into durable data and remix rights. A one-year nonexclusive pilot is the only defensible counter.",,,,,medium,0,0,0,,,,I020
baseline-40917-work-rerun,E0046,2,02:53:00,10380,00:53:00,2026-12-01T12:00:00,DANA,,floor,public,true,The weak work should die. Pip should not. I propose an eight-week owned story lab with a tranche gate; the existing project is cancelled and its two strongest creators are offered the lab.,,,,,high,0,0,0,,,,I021
baseline-40917-work-rerun,E0047,2,02:57:00,10620,00:57:00,2026-12-03T12:00:00,AVERY,"DANA,HORACIO",paper_note,private,false,I will join the lab and hold the creator coalition if participation survives cancellation and merchandising waits for the second story test.,,,,,medium,0,0,0,,,Avery commits conditionally,
baseline-40917-work-rerun,E0048,2,03:00:10,10810,01:00:10,2026-12-05T02:04:00,WORLD,,crisis_update,public,true,Parks requests a construction-ready character package in ten weeks or it will fill the space with a proven franchise. The request arrives before Pip's proposed eight-week lab can generate full production evidence.,,,E0044,,high,0,0,0,,,,
baseline-40917-work-rerun,E0049,2,03:04:00,11040,01:04:00,2026-12-07T01:36:00,HUGH,,floor,public,true,"Parks may reserve reversible design space, not force a story greenlight. I can fund the reservation only by cancelling the creator-led interactive build this cycle.",,,,,medium,0,0,0,scarce capital reallocation:Committed,,,I022
baseline-40917-work-rerun,E0050,2,03:07:50,11270,01:07:50,2026-12-09T01:08:00,MARA,"GORMAN,JOSH",paper_note,private,false,Publish the tranche gates and the killed project; I will recommend a 90-day pause rather than launch the proxy campaign. Hide either and I publish.,,,,,medium,0,0,0,,,proxy pause offered for transparency,
baseline-40917-work-rerun,E0051,2,03:11:40,11500,01:11:40,2026-12-11T00:40:00,GORMAN,"JOSH,MARA",private_meeting,private,false,"I will sponsor the milestone review and record Mara's pause, but management must own the kill. The board will not launder it as external pressure.",,,,,medium,0,0,0,,governance compact formed,,
baseline-40917-work-rerun,E0052,2,03:15:20,11720,01:15:20,2026-12-12T22:08:00,JOSH,,directive_submission,public,true,D3 submitted: scale the two franchise releases subject to week-two child-retention gates; Dana owns slate delivery; Hugh releases capacity; success is retention and margin thresholds; downside is near-term overreliance on known IP.,,,,D3,high,0,0,0,,,,
baseline-40917-work-rerun,E0053,2,03:19:00,11940,01:19:00,2026-12-14T19:36:00,DAIS,,revision_request,public,true,D3 revision: name the stop action if the child-retention gate fails and identify what team scales the slate.,,,E0052,D3,medium,0,0,0,,,,
baseline-40917-work-rerun,E0054,2,03:22:40,12160,01:22:40,2026-12-16T17:04:00,JOSH,,directive_revision,public,true,D3 revised: a failed gate cancels the next sequel expansion; the franchise production unit owns delivery after closing current pre-production.,,,E0053,D3,medium,0,0,0,,,,
baseline-40917-work-rerun,E0055,2,03:25:10,12310,01:25:10,2026-12-18T00:04:00,DAIS,,directive_ruling,public,true,D3 approved. Authority and cooperation clear; capacity begins in two weeks. No Love movement until retention evidence appears.,,,E0054,D3,medium,0,0,0,,,,
baseline-40917-work-rerun,E0056,2,03:28:00,12480,01:28:00,2026-12-19T11:12:00,DANA,,directive_submission,public,true,"D4 submitted: kill the failed original, preserve Pip and two creators, and stage an eight-week owned story lab; Dana owns delivery with Hugh and Avery; $8m now, $14m on three audience and cost gates; downside is creator harm and a missed parks deadline.",,,,D4,high,0,0,0,,,,
baseline-40917-work-rerun,E0057,2,03:32:20,12740,01:32:20,2026-12-21T16:56:00,HORACIO,"DANA,AVERY",paper_note,private,false,"Add participation survival, a merchandising hold, and an IP reversion trigger if Disney shelves Pip after the lab.",,,,,medium,0,0,0,,,,I023
baseline-40917-work-rerun,E0058,2,03:36:00,12960,01:36:00,2026-12-23T14:24:00,DANA,,directive_revision,public,true,D4 supplemented: creator participation survives project cancellation; merchandising waits for the second story test; negotiated reversion applies after twelve months of shelving.,,,E0056,D4,medium,0,0,0,,,,
baseline-40917-work-rerun,E0059,2,03:38:50,13130,01:38:50,2026-12-25T01:32:00,AVERY,,floor,public,true,"With those protections, I will join the lab and ask the two creators to stay. My support ends if merchandise outruns the story.",,,,,medium,0,0,0,,Avery-Dana cooperation becomes public,Avery joins Pip lab,
baseline-40917-work-rerun,E0060,2,03:41:50,13310,01:41:50,2026-12-26T14:44:00,DAIS,,directive_ruling,public,true,D4 approved. Authority and cooperation clear. Capacity begins in three weeks because the named unit remains on franchise pre-production.,,,E0058,D4,high,0,0,0,,,,
baseline-40917-work-rerun,E0061,2,03:45:00,13500,01:45:00,2026-12-28T06:00:00,JOSH,,directive_submission,public,true,D5 submitted: stop the creator-led interactive build for this cycle and reject Jordan's three-year rights package; preserve a nonexclusive pilot option for the next review. Josh owns the stop; Hugh closes commitments; Horacio protects rights.,,,,D5,high,0,0,0,interactive experiment:Exhausted,,,
baseline-40917-work-rerun,E0062,2,03:48:00,13680,01:48:00,2026-12-29T19:12:00,JORDAN,,floor,public,true,We withdraw the financing offer. The creator remains free to negotiate elsewhere; the 96-hour sports bridge does not improve your future entertainment terms.,,,,,medium,0,0,0,,Jordan-Disney bargaining hardens,,I024
baseline-40917-work-rerun,E0063,2,03:51:00,13860,01:51:00,2026-12-31T08:24:00,WORLD,,implementation_update,public,true,"The creator signs a first-look agreement with a rival, but Disney retains a narrow nonexclusive pitch right. The stopped experiment is a real opportunity cost, not a hidden fourth portfolio.",,,E0061,D5,high,-2,0,2,,,,
baseline-40917-work-rerun,E0064,2,03:53:40,14020,01:53:40,2027-01-01T17:28:00,WORLD,,implementation_update,public,true,Pip's two creators and Avery sign the protected eight-week lab. Parks reserves reversible space for six weeks rather than committing the character package.,,,E0059,D4,high,4,-2,2,Pip lab:$8m Committed,,,
baseline-40917-work-rerun,E0065,2,03:56:10,14170,01:56:10,2027-01-03T00:28:00,WORLD,,implementation_update,public,true,"Franchise production staffing is assigned, but the first retention evidence will arrive after the session. Scale is authorized, not yet vindicated.",,,E0055,D3,medium,0,1,0,,,,
baseline-40917-work-rerun,E0066,2,03:57:20,14240,01:57:20,2027-01-03T14:56:00,MARA,,floor,public,true,"The company has named the kill, the gates, and the invoice. I am pausing the proxy launch for ninety days, not endorsing management.",,,,,medium,0,0,0,,Mara campaign paused; accountability remains,90-day proxy pause,
baseline-40917-work-rerun,E0067,2,03:58:30,14310,01:58:30,2027-01-04T05:24:00,GORMAN,,floor,public,true,"The board records three choices: franchise scale with a stop gate, Pip staged with protected participation, and interactive stopped. Review is in ninety days; failure will reopen leadership and portfolio questions.",,,,,medium,0,0,0,,,terminal portfolio review scheduled,
baseline-40917-work-rerun,E0068,2,04:00:00,14400,02:00:00,2027-01-05T00:00:00,WORLD,,terminal_state,public,true,"SESSION 2 CLOSE: one portfolio scaled, one staged, one killed. The bridge preserved the championship but weakened cash and bargaining power; the portfolio is coherent, yet the Pip lab starts three weeks late and franchise Love remains unproven.",,,,,high,0,0,1,,,,
